,City,Town,Neighborhood,Apartment Type,House Type,House Age,House Size,Room Count,Floor,Furniture,Bathroom Count,Hand,Heater Type,Heater Fuel,Price
166,Ankara,Yenimahalle,Yeni Batı,Daire,Daire,8,110 m2,2 + 1,Yüksek Giriş,False,1.0,İkinci El,Kombi,Doğalgaz,22000
167,İstanbul,Beyoğlu,Kuloğlu,Daire,Daire,75,85 m2,2 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,30000
168,İstanbul,Beylikdüzü,Marmara,Daire,Daire,Sıfır,130 m2,3 + 1,Zemin,True,2.0,Sıfır,Merkezi,Doğalgaz,33000
169,Ankara,Altındağ,Aydınlıkevler,Daire,Daire,Sıfır,110 m2,3 + 1,2. Kat,False,2.0,Sıfır,Merkezi,Doğalgaz,28000
170,İstanbul,Ataşehir,Küçükbakkalköy,Residence,Residence,5,85 m2,1 + 1,7. Kat,False,1.0,,Merkezi (Pay Ölçer),,31500
171,İstanbul,Ataşehir,Küçükbakkalköy,Residence,Residence,5,95 m2,1 + 1,10. Kat,True,1.0,,Merkezi (Pay Ölçer),,29500
172,İstanbul,Şişli,Mecidiyeköy,Daire,Daire,16,100 m2,2 + 1,3. Kat,False,1.0,,Kombi,Doğalgaz,30000
173,Ankara,Çankaya,Cevizlidere,Daire,Daire,19,175 m2,4 + 1,4. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,30000
174,İstanbul,Beşiktaş,Vişnezade,Daire,Daire,50,90 m2,2 + 1,2. Kat,False,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,44000
175,İstanbul,Beşiktaş,Levazım,Daire,Daire,43,110 m2,3 + 1,3. Kat,False,1.0,İkinci El,Merkezi,Doğalgaz,37500
176,İstanbul,Fatih,Şehremini,Daire,Daire,35,110 m2,3 + 1,1. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,16000
177,İstanbul,Beyoğlu,Tomtom,Daire,Daire,8,75 m2,1 + 1,2. Kat,False,1.0,İkinci El,Merkezi,Doğalgaz,45000
178,İstanbul,Avcılar,Cihangir,Daire,Daire,28,115 m2,2 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,11500
179,İstanbul,Avcılar,Ambarlı,Daire,Daire,25,325 m2,5 + 2,3. Kat,False,3.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,50000
180,İstanbul,Avcılar,Cihangir,Daire,Daire,8,90 m2,2 + 1,3. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,16500
181,İstanbul,Avcılar,Cihangir,Daire,Daire,8,135 m2,2 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,20000
182,İstanbul,Şişli,Eskişehir,Daire,Daire,20,150 m2,3 + 1,3. Kat,False,2.0,,Kombi,,25000
183,Ankara,Etimesgut,Elvan,Daire,Daire,10,105 m2,2 + 1,Bahçe Katı,True,1.0,İkinci El,Kombi,Doğalgaz,16500
184,İstanbul,Ümraniye,Çakmak,Daire,Daire,18,90 m2,2 + 1,Yüksek Giriş,False,1.0,İkinci El,Kombi,Doğalgaz,15000
185,Ankara,Çankaya,Dumlupınar,Daire,Daire,20,180 m2,4 + 1,1. Kat,False,2.0,İkinci El,Merkezi,Doğalgaz,27500
186,İstanbul,Ataşehir,Barbaros,Daire,Daire,17,165 m2,3 + 1,5. Kat,False,3.0,İkinci El,Kombi,Doğalgaz,65000
187,Muğla,Fethiye,Eldirek,Daire,Daire,11,110 m2,2 + 1,Yüksek Giriş,False,1.0,,Klima,,8000
188,Antalya,Konyaaltı,Molla Yusuf,Villa,Villa,Sıfır,350 m2,5 + 1,,True,3.0,,Klima,,75000
189,Ankara,Çankaya,İlkbahar,Residence,Residence,2,165 m2,3 + 1,2. Kat,True,2.0,,Merkezi (Pay Ölçer),,55000
190,Ankara,Yenimahalle,İlkyerleşim,Villa,Villa,25,160 m2,4 + 1,,False,1.0,İkinci El,Kombi,Doğalgaz,45000
191,İstanbul,Kağıthane,Seyrantepe,Daire,Daire,13,100 m2,1 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,21000
192,İstanbul,Ümraniye,Armağanevler,Daire,Daire,18,85 m2,2 + 1,4. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,14000
193,Ankara,Çankaya,Alacaatlı,Daire,Daire,8,195 m2,4 + 1,3. Kat,False,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,45000
194,Kayseri,Talas,Mevlana,Daire,Daire,6,78 m2,2 + 1,6. Kat,True,1.0,İkinci El,Merkezi,Doğalgaz,13000
195,Balıkesir,Edremit,Cumhuriyet,Daire,Daire,10,95 m2,2 + 1,Ara Kat,True,1.0,,Kombi,,15000
196,İstanbul,Beylikdüzü,Adnan Kahveci,Daire,Daire,7,115 m2,2 + 1,1. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,22500
197,Antalya,Kepez,Teomanpaşa,Daire,Daire,10,85 m2,2 + 1,3. Kat,False,1.0,İkinci El,Klima,Elektrik,12000
198,Muğla,Bodrum,Cevat Şakir,Daire,Daire,11,70 m2,2 + 1,2. Kat,False,1.0,,Klima,,90000
199,Giresun,Tirebolu,Doğancı,Daire,Daire,Sıfır,120 m2,3 + 1,Giriş Katı,False,2.0,Sıfır,Kombi,Doğalgaz,13000
200,Muğla,Bodrum,Yahşi,Daire,Daire,11,140 m2,2 + 1,Yüksek Giriş,True,1.0,,Klima,,100000
201,İstanbul,Fatih,Seyyid Ömer,Daire,Daire,35,65 m2,1 + 1,Yüksek Giriş,False,1.0,İkinci El,Kombi,Doğalgaz,15000
202,Muğla,Datça,Datça,Daire,Daire,1,70 m2,1 + 1,Bahçe Katı,False,1.0,,Klima,,17000
203,Adana,Seyhan,Çınarlı,Daire,Daire,35,180 m2,4 + 1,3. Kat,False,1.0,İkinci El,Klima,Elektrik,18000
204,Tokat,Merkez,Gülbaharhatun,Daire,Daire,16,135 m2,3 + 1,4. Kat,True,2.0,İkinci El,Kombi,,22000
205,Muğla,Bodrum,Bahçelievler,Daire,Daire,16,65 m2,2 + 1,1. Kat,False,1.0,,Klima,,50000
206,Ankara,Çankaya,Malazgirt,Daire,Daire,5,140 m2,3 + 1,Yüksek Giriş,True,2.0,İkinci El,Kombi,Doğalgaz,25000
207,İstanbul,Zeytinburnu,Maltepe,Daire,Daire,3,70 m2,2 + 1,4. Kat,False,2.0,,Yerden Isıtma,,35000
208,İstanbul,Maltepe,Cevizli,Daire,Daire,6,130 m2,4 + 1,1. Kat,False,2.0,,Kombi,Doğalgaz,35000
209,Eskişehir,Tepebaşı,Eskibağlar,Daire,Daire,25,105 m2,2 + 1,1. Kat,False,1.0,İkinci El,Merkezi,Doğalgaz,15000
210,İzmir,Karşıyaka,Fikri Altay,Daire,Daire,10,80 m2,2 + 1,Yüksek Giriş,True,1.0,İkinci El,Kombi,Doğalgaz,20000
211,İstanbul,Beyoğlu,Cihangir,Daire,Daire,39,65 m2,1 + 1,Yüksek Giriş,False,1.0,İkinci El,Kombi,Doğalgaz,25000
212,Tekirdağ,Süleymanpaşa,Altınova,Daire,Daire,1,120 m2,2 + 1,2. Kat,False,2.0,Sıfır,Kombi,Doğalgaz,18000
213,Balıkesir,Edremit,Güre Cumhuriyet,Villa,Villa,25,200 m2,3 + 1,,True,1.0,,Klima,,25000
214,Ankara,Keçiören,Aşağı Eğlence,Daire,Daire,20,130 m2,3 + 1,Yüksek Giriş,True,1.0,İkinci El,Kombi,Doğalgaz,24500
215,Muğla,Bodrum,Gümbet,Daire,Daire,15,80 m2,2 + 1,1. Kat,False,1.0,,Klima,,80000
216,Antalya,Manavgat,Evrenseki,Daire,Daire,Sıfır,53 m2,2 + 1,Yüksek Giriş,,1.0,,Klima,,21000
217,Muğla,Bodrum,Bahçelievler,Daire,Daire,Sıfır,65 m2,2 + 1,,False,2.0,,Merkezi,,80000
218,Bolu,Merkez,Borazanlar,Daire,Daire,10,60 m2,1 + 1,4. Kat,True,1.0,,Kombi,Doğalgaz,10000
219,Adana,Seyhan,Gürselpaşa,Müstakil Ev,Müstakil Ev,15,120 m2,1 + 1,,False,1.0,İkinci El,Klima,Elektrik,60000
220,Adana,Çukurova,Güzelyalı,Daire,Daire,25,250 m2,4 + 1,6. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,23000
221,Muğla,Bodrum,İslamhaneleri,Müstakil Ev,Müstakil Ev,11,75 m2,1 + 1,,False,1.0,,Klima,,50000
222,İstanbul,Sarıyer,Yeniköy,Daire,Daire,26,330 m2,4 + 1,2. Kat,False,3.0,,Kombi,,150000
223,Ankara,Çankaya,Barbaros,Daire,Daire,40,80 m2,2 + 1,Yüksek Giriş,,1.0,İkinci El,Kombi,Doğalgaz,20000
224,İstanbul,Fatih,Seyyid Ömer,Daire,Daire,40,85 m2,2 + 1,Ara Kat,False,1.0,İkinci El,Kombi,Doğalgaz,18000
225,İzmir,Ödemiş,Zafer,Daire,Daire,5,160 m2,3 + 1,Ara Kat,,2.0,İkinci El,Kombi,Doğalgaz,18500
226,Adana,Seyhan,Pınar,Daire,Daire,25,130 m2,3 + 1,10. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,17000
227,Balıkesir,Bandırma,İhsaniye,Daire,Daire,30,90 m2,2 + 1,Ara Kat,True,1.0,İkinci El,Kombi,Doğalgaz,12000
228,İstanbul,Kağıthane,Çeliktepe,Daire,Daire,30,80 m2,2 + 1,En Üst Kat,False,1.0,İkinci El,Kombi,Doğalgaz,14000
229,İstanbul,Ümraniye,Armağanevler,Daire,Daire,12,75 m2,2 + 1,Giriş Katı,True,1.0,,Kombi,,1000
230,İstanbul,Şişli,İnönü,Daire,Daire,31,85 m2,1 + 1,Ara Kat,False,1.0,İkinci El,Kombi,Doğalgaz,15000
231,Muğla,Köyceğiz,Zeytinalanı,Müstakil Ev,Müstakil Ev,5,125 m2,2 + 1,,True,1.0,İkinci El,Klima,Elektrik,15000
232,İstanbul,Beşiktaş,Konaklar,Daire,Daire,26,285 m2,5 + 1,5. Kat,False,3.0,,Kombi,,130000
233,Muğla,Bodrum,Gümbet,Müstakil Ev,Müstakil Ev,Sıfır,217 m2,4 + 1,,False,4.0,,Yerden Isıtma,,1225000
234,Muğla,Bodrum,Bahçelievler,Daire,Daire,17,65 m2,1 + 1,1. Kat,False,,,Merkezi,,30000
235,Muğla,Bodrum,Eskiçeşme,Daire,Daire,15,80 m2,2 + 1,2. Kat,False,2.0,,Klima,,200000
236,Muğla,Bodrum,Umurca,Müstakil Ev,Müstakil Ev,20,180 m2,3 + 1,,False,2.0,,Klima,,40000
237,İstanbul,Sarıyer,Uskumruköy,Villa,Villa,11,400 m2,5 + 2,Bahçe Katı,False,4.0,,Kombi,,150000
238,Adana,Çukurova,Yurt,Daire,Daire,4,175 m2,3 + 1,7. Kat,False,2.0,,Kombi,,160000
239,Kocaeli,Başiskele,Barbaros,Daire,Daire,15,160 m2,4 + 1,Çatı Katı,False,1.0,İkinci El,Kombi,Doğalgaz,17500
240,Antalya,Konyaaltı,Hurma,Daire,Daire,12,100 m2,2 + 1,4. Kat,False,1.0,İkinci El,Klima,Doğalgaz,20000
241,İstanbul,Güngören,Tozkoparan,Villa,Villa,10,500 m2,5 + 2,,False,3.0,İkinci El,Kombi,Doğalgaz,150000
242,Kocaeli,Başiskele,Barbaros,Daire,Daire,15,160 m2,4 + 1,Çatı Katı,False,1.0,İkinci El,Kombi,Doğalgaz,17500
243,İstanbul,Beylikdüzü,Adnan Kahveci,Daire,Daire,18,175 m2,3 + 1,9. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,25000
244,Antalya,Konyaaltı,Hurma,Daire,Daire,12,100 m2,2 + 1,4. Kat,False,1.0,İkinci El,Klima,Doğalgaz,20000
245,Ankara,Keçiören,Esertepe,Daire,Daire,9,120 m2,3 + 1,5. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,18000
246,Ankara,Çankaya,Malazgirt,Daire,Daire,5,140 m2,3 + 1,Yüksek Giriş,True,2.0,İkinci El,Kombi,Doğalgaz,25000
247,İstanbul,Güngören,Tozkoparan,Villa,Villa,10,500 m2,5 + 2,,False,3.0,İkinci El,Kombi,Doğalgaz,150000
248,Düzce,Merkez,Güzelbahçe,Daire,Daire,18,110 m2,3 + 1,Giriş Katı,False,1.0,,Kombi,Doğalgaz,7500
249,Ankara,Çankaya,Aşıkpaşa,Daire,Daire,2,120 m2,3 + 1,1. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,25500
250,Muğla,Ortaca,Beşköprü,Daire,Daire,Sıfır,110 m2,2 + 1,Yüksek Giriş,False,1.0,Sıfır,Klima,Elektrik,15000
251,İstanbul,Kadıköy,Caferağa,Daire,Daire,45,130 m2,3 + 1,3. Kat,False,2.0,,Merkezi (Pay Ölçer),Doğalgaz,36500
252,İstanbul,Kağıthane,Telsizler,Daire,Daire,13,65 m2,1 + 1,18. Kat,True,1.0,,Merkezi,,32000
253,İzmir,Menemen,İsmet İnönü,Daire,Daire,15,145 m2,3 + 1,2. Kat,,1.0,İkinci El,Kombi,Doğalgaz,19000
254,Kastamonu,Merkez,Mehmet Akif Ersoy,Daire,Daire,5,125 m2,3 + 1,2. Kat,False,1.0,,Merkezi (Pay Ölçer),,14000
255,Ankara,Keçiören,Aşağı Eğlence,Daire,Daire,37,110 m2,2 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,15000
256,İstanbul,Maltepe,Çınar,Daire,Daire,2,85 m2,2 + 1,1. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,28500
257,Bursa,Nilüfer,Kızılcıklı,Daire,Daire,1,163 m2,3 + 1,6. Kat,False,2.0,İkinci El,Yerden Isıtma,Doğalgaz,15000
258,İstanbul,Kağıthane,Çeliktepe,Residence,Residence,5,75 m2,1 + 1,5. Kat,True,1.0,,Merkezi (Pay Ölçer),Doğalgaz,40000
259,Adana,Sarıçam,Gültepe,Daire,Daire,4,55 m2,1 + 1,3. Kat,True,1.0,Sıfır,Klima,Elektrik,8500
260,İstanbul,Sarıyer,Zekeriyaköy,Daire,Daire,9,130 m2,2 + 1,Bahçe Katı,True,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,65000
261,İzmir,Buca,Efeler,Daire,Daire,35,110 m2,3 + 1,Yüksek Giriş,False,1.0,İkinci El,Kombi,Doğalgaz,20000
262,Aydın,Efeler,Adnan Menderes,Daire,Daire,8,150 m2,3 + 1,3. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,28000
263,İstanbul,Kadıköy,Göztepe,Daire,Daire,30,125 m2,3 + 1,4. Kat,False,1.0,İkinci El,Merkezi,Doğalgaz,30000
264,İstanbul,Esenyurt,Piri Reis,Daire,Daire,9,115 m2,2 + 1,Ara Kat,True,1.0,İkinci El,Merkezi,Doğalgaz,13000
265,İstanbul,Maltepe,Fındıklı,Daire,Daire,5,90 m2,2 + 1,5. Kat,False,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,20500
266,İstanbul,Ümraniye,Parseller,Daire,Daire,8,80 m2,2 + 1,Giriş Katı,False,1.0,İkinci El,Kombi,Doğalgaz,15800
267,Balıkesir,Edremit,Camivasat,Daire,Daire,5,150 m2,3 + 1,En Üst Kat,True,1.0,İkinci El,Kombi,Doğalgaz,18000
268,Antalya,Döşemealtı,Tomalar,Daire,Daire,10,165 m2,3 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,16000
269,İzmir,Karşıyaka,Aksoy,Daire,Daire,33,120 m2,3 + 1,Ara Kat,False,1.0,İkinci El,Kombi,Doğalgaz,20000
270,İstanbul,Sarıyer,Maslak,Daire,Daire,10,104 m2,1 + 1,Ara Kat,False,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,60000
271,İzmir,Torbalı,İnönü,Daire,Daire,Sıfır,90 m2,2 + 1,Ara Kat,False,2.0,Sıfır,Kombi,Doğalgaz,15000
272,Amasya,Merzifon,Sofular,Daire,Daire,10,56 m2,1 + 1,5. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,6250
273,Kahramanmaraş,Onikişubat,Ağcalı,Daire,Daire,5,220 m2,4 + 1,10. Kat,False,2.0,,Merkezi,Doğalgaz,17000
274,Ankara,Keçiören,Ovacık,Daire,Daire,4,220 m2,4 + 1,10. Kat,False,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,35000
275,Ankara,Çankaya,Ümit,Daire,Daire,22,175 m2,3 + 1,8. Kat,False,2.0,İkinci El,Merkezi,Doğalgaz,29000
276,Çorum,Merkez,Ulukavak,Daire,Daire,20,145 m2,3 + 1,7. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,8500
277,Ankara,Keçiören,Şehit Kubilay,Daire,Daire,17,135 m2,3 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,13750
278,Ankara,Etimesgut,Şehit Osman Avcı,Daire,Daire,5,82 m2,2 + 1,3. Kat,False,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,20000
279,Ankara,Mamak,Cengizhan,Daire,Daire,18,105 m2,3 + 1,Kot 1,False,1.0,İkinci El,Kombi,Doğalgaz,12750
280,Ankara,Çankaya,Emek,Daire,Daire,25,120 m2,3 + 1,Yüksek Giriş,False,1.0,İkinci El,Kombi,Doğalgaz,29000
281,İzmir,Çiğli,Balatçık,Daire,Daire,9,85 m2,2 + 1,2. Kat,True,1.0,İkinci El,Klima,Elektrik,17500
282,Kayseri,Kocasinan,Seyrani,Daire,Daire,30,175 m2,3 + 1,5. Kat,False,1.0,İkinci El,Merkezi,Doğalgaz,10000
283,Ankara,Çankaya,Barbaros,Daire,Daire,38,125 m2,2 + 1,2. Kat,True,1.0,Sıfır,Kombi,Doğalgaz,28500
284,Ankara,Etimesgut,Altay,Daire,Daire,8,65 m2,1 + 1,2. Kat,True,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,19500
285,Mersin(İçel),Anamur,Güzelyurt,Daire,Daire,14,160 m2,3 + 1,1. Kat,False,1.0,İkinci El,Klima,Elektrik,12500
286,Ankara,Gölbaşı,Kızılcaşar,Daire,Daire,4,214 m2,4 + 2,Ara Kat,False,2.0,İkinci El,Merkezi,Elektrik,47500
287,Tekirdağ,Süleymanpaşa,100. Yıl,Daire,Daire,25,120 m2,3 + 1,4. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,18000
288,Bursa,Nilüfer,Kültür,Villa,Villa,20,220 m2,3 + 1,,,2.0,İkinci El,Kombi,Doğalgaz,20000
289,Yalova,Çiftlikköy,Sahil,Daire,Daire,30,90 m2,2 + 1,2. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,19000
290,Ankara,Etimesgut,Eryaman,Daire,Daire,14,75 m2,1 + 1,3. Kat,True,1.0,,Kombi,Doğalgaz,17500
291,İstanbul,Üsküdar,Valide-i Atik,Daire,Daire,35,65 m2,1 + 1,Yüksek Giriş,False,1.0,İkinci El,Kombi,Doğalgaz,15000
292,Muğla,Dalaman,Merkez,Daire,Daire,15,160 m2,3 + 1,2. Kat,False,1.0,İkinci El,Klima,Elektrik,13000
293,Ankara,Sincan,Alcı,Daire,Daire,3,160 m2,3 + 1,1. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,8000
294,İstanbul,Fatih,Sümbül Efendi,Daire,Daire,35,110 m2,3 + 1,En Üst Kat,False,1.0,İkinci El,Kombi,Doğalgaz,16000
295,İstanbul,Bağcılar,Hürriyet,Daire,Daire,1,105 m2,2 + 1,En Üst Kat,False,2.0,İkinci El,Kombi,Doğalgaz,25000
296,Antalya,Konyaaltı,Arapsuyu,Daire,Daire,20,100 m2,2 + 1,Çatı Katı,False,2.0,İkinci El,Klima,Elektrik,21000
297,Ankara,Keçiören,Etlik,Daire,Daire,35,140 m2,3 + 1,3. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,20000
298,İstanbul,Başakşehir,Kayabaşı,Daire,Daire,11,85 m2,2 + 1,1. Kat,False,1.0,,Merkezi (Pay Ölçer),,18000
299,Erzurum,Palandöken,Adnan Menderes,Daire,Daire,25,150 m2,3 + 1,4. Kat,False,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,9000
300,Muğla,Köyceğiz,Toparlar,Daire,Daire,Sıfır,75 m2,1 + 1,Giriş Katı,False,1.0,,Klima,,12000
301,İstanbul,Sarıyer,Uskumruköy,Villa,Villa,20,290 m2,5 + 1,,False,3.0,İkinci El,Kombi,Doğalgaz,100000
302,İzmir,Urla,Atatürk,Villa,Villa,30,140 m2,3 + 1,,False,2.0,İkinci El,Kombi,Doğalgaz,35000
303,Ankara,Etimesgut,Yeni Bağlıca,Daire,Daire,Sıfır,200 m2,4 + 1,5. Kat,False,2.0,Sıfır,Yerden Isıtma,Doğalgaz,38000
304,İstanbul,Bakırköy,Yeşilyurt,Daire,Daire,10,350 m2,5 + 2,4. Kat,False,4.0,İkinci El,Kombi,Doğalgaz,140000
305,Muğla,Ortaca,Dalyan,Villa,Villa,7,252 m2,5 + 1,,True,2.0,İkinci El,Klima,Elektrik,35000
306,İstanbul,Avcılar,Denizköşkler,Daire,Daire,27,160 m2,3 + 1,1. Kat,True,2.0,İkinci El,Kombi,Doğalgaz,20000
307,İstanbul,Ümraniye,Çamlık,Daire,Daire,10,75 m2,1 + 1,Bahçe Katı,False,1.0,İkinci El,Kombi,Doğalgaz,15300
308,İstanbul,Kadıköy,Suadiye,Daire,Daire,7,240 m2,4 + 2,7. Kat,,3.0,,Kombi,Doğalgaz,80000
309,Ankara,Mamak,Kutlu,Daire,Daire,14,155 m2,3 + 1,8. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,20000
310,Hatay,Defne,Çekmece,Daire,Daire,2,150 m2,3 + 1,3. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,17000
311,İstanbul,Ataşehir,Kayışdağı,Daire,Daire,11,78 m2,2 + 1,4. Kat,False,1.0,,Kombi,,26000
312,İzmir,Ödemiş,Atatürk,Daire,Daire,12,180 m2,3 + 1,Ara Kat,False,2.0,İkinci El,Kombi,Doğalgaz,16500
313,Ankara,Çankaya,Cebeci,Daire,Daire,40,100 m2,3 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,14000
314,İstanbul,Fatih,Silivrikapı,Daire,Daire,40,75 m2,2 + 1,Ara Kat,False,1.0,İkinci El,Kombi,Doğalgaz,13000
315,Antalya,Elmalı,Yeni,Daire,Daire,5,140 m2,3 + 1,Yüksek Giriş,False,2.0,İkinci El,Merkezi,Kömür-Odun,13000
316,Aydın,Efeler,Adnan Menderes,Daire,Daire,15,140 m2,3 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,20000
317,Ankara,Çankaya,Yukarı Dikmen,Villa,Villa,16,700 m2,6 + 1,,False,4.0,İkinci El,Kombi,Doğalgaz,175000
318,İstanbul,Ataşehir,Küçükbakkalköy,Daire,Daire,20,220 m2,4 + 1,1. Kat,False,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,110000
319,İstanbul,Esenler,Kazım Karabekir,Daire,Daire,5,85 m2,2 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,17500
320,Muğla,Ortaca,Karaburun,Daire,Daire,Sıfır,80 m2,2 + 1,En Üst Kat,False,1.0,,Kat Kaloriferi,Elektrik,12000
321,Eskişehir,Tepebaşı,Fatih,Daire,Daire,10,105 m2,2 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,12000
322,Aydın,Kuşadası,İkiçeşmelik,Daire,Daire,Sıfır,100 m2,2 + 1,Ara Kat,False,2.0,Sıfır,Merkezi,Doğalgaz,20000
323,Ankara,Mamak,Başak,Daire,Daire,15,125 m2,3 + 1,3. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,15500
324,İstanbul,Kartal,Kordonboyu,Daire,Daire,Sıfır,110 m2,3 + 1,1. Kat,,1.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,35000
325,Ankara,Çankaya,İlkadım,Daire,Daire,30,125 m2,3 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,25000
326,İstanbul,Sarıyer,Zekeriyaköy,Villa,Villa,5,200 m2,3 + 1,,True,2.0,,Kombi,Doğalgaz,120000
327,İstanbul,Esenyurt,Yunus Emre,Daire,Daire,Sıfır,95 m2,2 + 1,Bahçe Katı,False,1.0,Sıfır,Kombi,Doğalgaz,9500
328,İstanbul,Beşiktaş,Gayrettepe,Daire,Daire,31,135 m2,3 + 1,1. Kat,False,2.0,,Merkezi,,40000
329,İstanbul,Esenyurt,Piri Reis,Daire,Daire,4,145 m2,3 + 1,6. Kat,False,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,13000
330,İstanbul,Sarıyer,Darüşşafaka,Daire,Daire,20,150 m2,3 + 1,En Üst Kat,False,2.0,İkinci El,Kombi,Doğalgaz,25000
331,Samsun,İlkadım,Adalet,Daire,Daire,17,130 m2,3 + 1,2. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,14000
332,Balıkesir,Edremit,İskele,Daire,Daire,18,94 m2,2 + 1,2. Kat,True,1.0,İkinci El,Belirtilmemiş,Elektrik,65000
333,Hatay,Dörtyol,Çaylı,Daire,Daire,1,160 m2,3 + 1,3. Kat,False,2.0,Sıfır,Kombi,Doğalgaz,20000
334,Adana,Sarıçam,Çarkıpare,Daire,Daire,3,150 m2,3 + 1,13. Kat,False,2.0,Sıfır,Klima,Elektrik,12000
335,Ankara,Çankaya,Keklik Pınarı,Daire,Daire,25,120 m2,3 + 1,Giriş Katı,True,1.0,İkinci El,Merkezi,Doğalgaz,19500
336,Ankara,Çankaya,Yıldızevler,Daire,Daire,6,230 m2,4 + 1,2. Kat,False,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,50000
337,Adana,Çukurova,Karslılar,Daire,Daire,25,250 m2,4 + 1,6. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,23000
338,İstanbul,Ataşehir,İçerenköy,Daire,Daire,26,145 m2,3 + 1,2. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,29500
339,Denizli,Pamukkale,İstiklal,Daire,Daire,25,140 m2,3 + 1,En Üst Kat,False,1.0,İkinci El,Merkezi,Doğalgaz,15000
340,Ankara,Çankaya,Şehit Cevdet Özdemir,Daire,Daire,30,125 m2,3 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,19750
341,Zonguldak,Ereğli,Kirmanlı,Daire,Daire,15,145 m2,3 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,16500
342,İstanbul,Beşiktaş,Etiler,Daire,Daire,40,140 m2,3 + 1,Kot 1,False,2.0,İkinci El,Merkezi,Doğalgaz,40000
343,Mersin(İçel),Tarsus,Ergenekon,Daire,Daire,2,150 m2,4 + 1,7. Kat,False,2.0,Sıfır,Kombi,Doğalgaz,19000
344,Balıkesir,Edremit,Altınoluk,Villa,Villa,20,150 m2,3 + 1,,True,2.0,İkinci El,Klima,Elektrik,22000
345,Bolu,Merkez,Karaçayır,Daire,Daire,10,60 m2,1 + 1,Ara Kat,True,1.0,İkinci El,Kombi,Doğalgaz,10000
346,Manisa,Şehzadeler,2. Anafartalar,Daire,Daire,10,130 m2,3 + 1,Ara Kat,False,1.0,İkinci El,Kombi,Doğalgaz,20000
347,İstanbul,Sancaktepe,Eyüp Sultan,Daire,Daire,5,150 m2,3 + 1,5. Kat,False,1.0,,Kombi,,22500
348,Edirne,Merkez,Talatpaşa,Daire,Daire,3,60 m2,1 + 1,1. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,13000
