,House Type,House Age,Furniture,Bathroom Count,Hand,Heater Type,Heater Fuel,Price,Rooms,Living Rooms,House Size m2,Floor Level,Neighborhood Grouped,Town Grouped,City Grouped
7451,Daire,20,True,1.0,İkinci El,Klima,Elektrik,37500,2,1,80.0,0.0,Other,Muğla - Bodrum,Muğla
7452,Daire,25,False,1.0,İkinci El,Merkezi,Doğalgaz,20000,3,1,125.0,1.0,Other,İstanbul - Güngören,İstanbul
7454,Daire,0,False,1.0,Sıfır,Kombi,Doğalgaz,5000,1,1,50.0,3.0,Other,Other,Samsun
7455,Daire,11,False,1.0,İkinci El,Kombi,Bilinmiyor,13000,2,1,135.0,12.0,Samsun - Atakum - Körfez,Samsun - Atakum,Samsun
7456,Daire,11,False,2.0,İkinci El,Kombi,Doğalgaz,25000,3,1,139.0,2.5,Other,İstanbul - Eyüpsultan,İstanbul
7457,Villa,9,True,2.0,Sıfır,Kombi,Doğalgaz,6000,4,1,299.0,2.5,Other,Other,Sakarya
7458,Daire,25,False,2.0,İkinci El,Kombi,Doğalgaz,21500,3,1,120.0,3.0,İstanbul - Şişli - Mecidiyeköy,İstanbul - Şişli,İstanbul
7459,Daire,16,False,5.0,İkinci El,Kombi,Bilinmiyor,200000,6,1,455.0,1.5,Other,İstanbul - Üsküdar,İstanbul
7460,Daire,25,False,1.0,İkinci El,Kombi,Doğalgaz,16000,3,1,150.0,4.0,Other,İstanbul - Avcılar,İstanbul
7461,Daire,26,False,1.0,İkinci El,Kombi,Bilinmiyor,11000,2,1,120.0,2.0,Other,Nevşehir - Merkez,Nevşehir
7462,Villa,5,True,3.0,İkinci El,Klima,Bilinmiyor,750000,4,1,150.0,0.0,Other,İzmir - Çeşme,İzmir
7463,Daire,0,False,1.0,İkinci El,Yerden Isıtma,Bilinmiyor,20500,3,1,95.0,4.0,Other,Other,İstanbul
7464,Daire,10,False,2.0,İkinci El,Kombi,Doğalgaz,14500,3,1,165.0,4.0,Other,Other,Osmaniye
7465,Daire,30,False,1.0,İkinci El,Kombi,Doğalgaz,37000,4,1,130.0,4.0,İstanbul - Beşiktaş - Nisbetiye,İstanbul - Beşiktaş,İstanbul
7466,Villa,5,True,3.0,İkinci El,Kombi,Doğalgaz,20000,4,1,140.0,2.5,Other,Other,Tekirdağ
7467,Daire,18,False,1.0,İkinci El,Kombi,Doğalgaz,19000,3,1,115.0,2.0,Other,Ankara - Altındağ,Ankara
7468,Daire,5,True,1.0,Sıfır,Merkezi,Doğalgaz,20000,1,1,60.0,7.0,Other,İzmir - Çiğli,İzmir
7469,Daire,11,False,1.0,İkinci El,Kombi,Doğalgaz,15000,3,1,120.0,2.0,Other,Ankara - Mamak,Ankara
7470,Daire,5,False,1.0,İkinci El,Kombi,Bilinmiyor,40000,4,1,190.0,3.0,Other,İstanbul - Beyoğlu,İstanbul
7471,Daire,30,False,1.0,İkinci El,Kombi,Doğalgaz,20000,3,1,130.0,2.5,Other,Other,Sakarya
7472,Daire,25,False,2.0,İkinci El,Klima,Elektrik,15000,3,1,180.0,3.0,Other,Muğla - Milas,Muğla
7473,Daire,25,False,2.0,İkinci El,Kombi,Doğalgaz,14000,3,1,135.0,1.5,Other,Kocaeli - Gölcük,Kocaeli
7474,Daire,45,False,1.0,İkinci El,Kombi,Doğalgaz,10300,2,1,100.0,3.0,Ankara - Altındağ - Aydınlıkevler,Ankara - Altındağ,Ankara
7475,Villa,8,True,3.0,İkinci El,Klima,Elektrik,5000,4,1,220.0,2.5,Other,Antalya - Alanya,Antalya
7476,Müstakil Ev,16,False,2.0,İkinci El,Kombi,Doğalgaz,30000,4,2,240.0,2.5,Other,Other,Sakarya
7477,Daire,8,True,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,16000,1,1,120.0,6.0,Other,İstanbul - Esenyurt,İstanbul
7478,Daire,1,True,1.0,Sıfır,Klima,Elektrik,25500,1,1,60.0,0.0,Other,Aydın - Kuşadası,Aydın
7479,Daire,4,True,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,17500,1,1,60.0,3.0,Other,Other,Zonguldak
7480,Daire,10,True,1.0,Sıfır,Kombi,Doğalgaz,6000,2,1,100.0,2.0,Other,İstanbul - Ataşehir,İstanbul
7481,Daire,10,False,1.0,İkinci El,Kombi,Doğalgaz,11000,3,1,144.0,4.0,Other,Other,Kırıkkale
7482,Daire,0,False,4.0,İkinci El,Merkezi (Pay Ölçer),Bilinmiyor,145000,4,1,300.0,20.0,Other,İstanbul - Eyüpsultan,İstanbul
7483,Yazlık,18,True,1.0,İkinci El,Kombi,Doğalgaz,10000,2,1,80.0,-2.0,Other,Other,Yalova
7484,Daire,20,True,2.0,Sıfır,Klima,Elektrik,400000,2,2,130.0,20.0,Other,Muğla - Marmaris,Muğla
7485,Daire,20,True,2.0,Sıfır,Klima,Elektrik,400000,2,2,130.0,20.0,Other,Muğla - Marmaris,Muğla
7486,Daire,15,True,1.0,İkinci El,Kombi,Doğalgaz,16000,2,1,65.0,2.5,Other,Denizli - Pamukkale,Denizli
7487,Daire,21,True,1.0,İkinci El,Klima,Bilinmiyor,20000,2,1,110.0,0.5,Other,Antalya - Alanya,Antalya
7488,Daire,3,False,2.0,İkinci El,Kombi,Bilinmiyor,190000,3,1,130.0,13.0,Other,Adana - Seyhan,Adana
7489,Residence,0,False,1.0,Sıfır,Kombi,Doğalgaz,13000,1,1,75.0,4.0,Other,Tekirdağ - Çorlu,Tekirdağ
7490,Daire,0,False,2.0,Sıfır,Yerden Isıtma,Bilinmiyor,23000,3,1,140.0,2.5,Other,Bursa - Nilüfer,Bursa
7491,Daire,20,True,1.0,İkinci El,Merkezi,Doğalgaz,24000,2,1,95.0,9.0,Other,Ankara - Çankaya,Ankara
7492,Yazlık,15,False,2.0,İkinci El,Klima,Bilinmiyor,60000,2,1,120.0,0.0,Other,Balıkesir - Burhaniye,Balıkesir
7493,Daire,6,False,2.0,İkinci El,Merkezi,Doğalgaz,30000,3,1,180.0,5.0,Other,İstanbul - Beylikdüzü,İstanbul
7494,Daire,5,True,1.0,İkinci El,Yerden Isıtma,Bilinmiyor,27000,2,1,95.0,18.0,Other,Ankara - Çankaya,Ankara
7495,Daire,0,False,1.0,Sıfır,Kombi,Doğalgaz,20000,2,1,110.0,4.0,Other,Other,Bartın
7496,Daire,25,False,1.0,İkinci El,Kombi,Doğalgaz,20000,3,1,135.0,20.0,Other,İstanbul - Zeytinburnu,İstanbul
7497,Daire,11,False,1.0,İkinci El,Merkezi (Pay Ölçer),Bilinmiyor,19900,2,1,95.0,5.0,Other,İstanbul - Küçükçekmece,İstanbul
7498,Daire,0,False,1.0,Sıfır,Kombi,Doğalgaz,8500,1,1,60.0,5.0,Samsun - Atakum - Körfez,Samsun - Atakum,Samsun
7499,Daire,0,False,2.0,Sıfır,Kombi,Doğalgaz,23000,3,1,200.0,2.5,Other,Denizli - Merkezefendi,Denizli
7500,Yazlık,30,True,2.0,İkinci El,Klima,Elektrik,190000,2,1,180.0,1.5,Other,Muğla - Milas,Muğla
7501,Residence,1,True,1.0,Sıfır,Klima,Elektrik,2500,1,1,65.0,2.5,Antalya - Alanya - Mahmutlar,Antalya - Alanya,Antalya
7503,Daire,21,False,1.0,İkinci El,Kombi,Bilinmiyor,14000,2,1,150.0,3.0,Other,Other,Gaziantep
7504,Daire,30,False,1.0,İkinci El,Kombi,Doğalgaz,15500,4,1,135.0,1.0,Other,Ankara - Yenimahalle,Ankara
7505,Daire,5,False,2.0,İkinci El,Merkezi (Pay Ölçer),Bilinmiyor,190000,4,1,200.0,7.0,Other,İstanbul - Şişli,İstanbul
7506,Daire,5,False,2.0,İkinci El,Merkezi (Pay Ölçer),Bilinmiyor,190000,4,1,200.0,7.0,Other,İstanbul - Şişli,İstanbul
7507,Residence,3,True,2.0,Sıfır,Klima,Elektrik,75000,1,1,80.0,3.0,Other,İzmir - Çeşme,İzmir
7508,Daire,40,False,2.0,İkinci El,Kombi,Doğalgaz,29000,4,1,180.0,2.5,Other,İzmir - Konak,İzmir
7509,Daire,35,True,1.0,İkinci El,Kombi,Doğalgaz,20000,2,1,85.0,0.5,Other,Ankara - Yenimahalle,Ankara
7510,Daire,4,False,3.0,İkinci El,Kombi,Doğalgaz,43000,4,1,200.0,11.0,Other,İstanbul - Çekmeköy,İstanbul
7511,Daire,11,False,2.0,İkinci El,Yerden Isıtma,Bilinmiyor,22000,3,1,156.0,2.0,Other,Gaziantep - Şahinbey,Gaziantep
7512,Daire,8,False,3.0,İkinci El,Kombi,Doğalgaz,20000,6,1,280.0,20.0,Other,Samsun - İlkadım,Samsun
7513,Daire,0,False,2.0,Sıfır,Yerden Isıtma,Doğalgaz,45000,3,1,200.0,0.0,Other,Tekirdağ - Çorlu,Tekirdağ
7514,Daire,12,True,2.0,İkinci El,Kombi,Doğalgaz,35000,3,2,175.0,3.0,Other,Aydın - Kuşadası,Aydın
7515,Daire,20,True,1.0,İkinci El,Kombi,Doğalgaz,29500,2,1,85.0,9.0,Other,İstanbul - Ümraniye,İstanbul
7516,Daire,11,False,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,18000,2,1,160.0,20.0,Other,Other,Çanakkale
7517,Daire,0,False,2.0,İkinci El,Merkezi (Pay Ölçer),Bilinmiyor,25000,2,1,126.0,4.0,Other,İstanbul - Avcılar,İstanbul
7520,Villa,15,False,3.0,İkinci El,Kombi,Doğalgaz,65000,4,1,200.0,2.5,Other,Other,İstanbul
7521,Daire,8,False,2.0,İkinci El,Kombi,Doğalgaz,17500,3,1,130.0,5.0,Other,İstanbul - Esenyurt,İstanbul
7522,Daire,6,False,1.0,İkinci El,Kombi,Doğalgaz,8000,2,1,100.0,20.0,Other,İstanbul - Esenyurt,İstanbul
7523,Daire,7,True,1.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,9000,1,1,65.0,10.0,Other,İstanbul - Esenyurt,İstanbul
7524,Daire,28,True,2.0,İkinci El,Kombi,Doğalgaz,120000,3,1,220.0,0.5,Other,İstanbul - Beyoğlu,İstanbul
7525,Daire,0,False,1.0,Sıfır,Kombi,Doğalgaz,10000,1,1,75.0,2.5,Other,Balıkesir - Bandırma,Balıkesir
7526,Daire,7,False,1.0,Sıfır,Kombi,Doğalgaz,19500,1,1,70.0,0.0,Other,İstanbul - Maltepe,İstanbul
7528,Daire,7,False,1.0,İkinci El,Klima,Elektrik,25000,2,1,80.0,0.5,Other,Antalya - Konyaaltı,Antalya
7530,Daire,0,False,1.0,Sıfır,Merkezi,Doğalgaz,26500,2,1,100.0,6.0,Ankara - Gölbaşı - İncek,Ankara - Gölbaşı,Ankara
7532,Villa,15,False,2.0,İkinci El,Klima,Elektrik,20000,2,1,160.0,2.5,Other,Aydın - Didim,Aydın
7533,Daire,25,False,1.0,İkinci El,Kombi,Doğalgaz,18000,3,1,130.0,0.5,Other,Balıkesir - Bandırma,Balıkesir
7534,Daire,18,False,1.0,İkinci El,Klima,Elektrik,20000,2,1,75.0,1.0,Other,Other,İzmir
7535,Daire,15,False,1.0,İkinci El,Kombi,Doğalgaz,25000,3,1,135.0,3.0,Other,İzmir - Gaziemir,İzmir
7536,Daire,20,False,1.0,İkinci El,Kombi,Doğalgaz,14000,3,1,145.0,2.0,Other,Other,Trabzon
7537,Daire,14,True,2.0,Sıfır,Kombi,Doğalgaz,18000,3,1,155.0,2.0,Other,Other,Kırklareli
7538,Daire,11,False,2.0,İkinci El,Merkezi,Bilinmiyor,25000,4,1,320.0,12.0,Other,Kayseri - Melikgazi,Kayseri
7539,Daire,5,False,2.0,İkinci El,Kombi,Bilinmiyor,18500,6,1,300.0,6.0,Other,Bursa - Nilüfer,Bursa
7540,Daire,5,False,1.0,İkinci El,Kombi,Bilinmiyor,17500,2,1,140.0,5.0,Other,Other,Bursa
7541,Daire,8,True,2.0,İkinci El,Kombi,Doğalgaz,14000,3,1,140.0,5.0,Other,Other,Other
7542,Daire,16,True,2.0,İkinci El,Kombi,Doğalgaz,100000,3,1,240.0,1.0,Other,İstanbul - Eyüpsultan,İstanbul
7543,Daire,5,True,1.0,İkinci El,Kombi,Doğalgaz,13000,1,1,50.0,0.5,Other,Balıkesir - Bandırma,Balıkesir
7544,Daire,10,False,1.0,İkinci El,Kombi,Doğalgaz,20000,3,1,170.0,5.0,Other,Ankara - Keçiören,Ankara
7545,Daire,5,True,1.0,İkinci El,Isıtma Yok,Elektrik,2000,1,1,55.0,0.5,Other,Other,Balıkesir
7546,Daire,4,True,1.0,İkinci El,Kombi,Bilinmiyor,9500,2,1,60.0,1.0,Bursa - Nilüfer - Dumlupınar,Bursa - Nilüfer,Bursa
7547,Daire,13,True,2.0,İkinci El,Klima,Elektrik,35000,2,1,85.0,2.5,Other,Muğla - Fethiye,Muğla
7548,Daire,5,False,2.0,İkinci El,Kombi,Doğalgaz,160000,3,1,140.0,8.0,Other,Adana - Sarıçam,Adana
7549,Daire,25,False,2.0,İkinci El,Merkezi,Doğalgaz,27000,3,1,178.0,1.0,Other,İstanbul - Beylikdüzü,İstanbul
7550,Daire,2,True,1.0,İkinci El,Yerden Isıtma,Doğalgaz,10000,1,1,60.0,2.5,Other,Düzce - Merkez,Düzce
7551,Daire,0,False,2.0,İkinci El,Kombi,Bilinmiyor,17500,3,1,160.0,2.0,Other,Other,Kocaeli
7554,Daire,8,False,1.0,İkinci El,Kombi,Bilinmiyor,15000,2,1,80.0,2.0,Other,İstanbul - Ümraniye,İstanbul
7555,Daire,19,False,1.0,İkinci El,Kombi,Doğalgaz,13000,2,1,105.0,-1.0,Ankara - Keçiören - Ayvalı,Ankara - Keçiören,Ankara
7556,Daire,21,False,1.0,İkinci El,Kombi,Bilinmiyor,14500,2,1,100.0,1.0,Other,İstanbul - Güngören,İstanbul
7557,Daire,17,True,1.0,İkinci El,Kombi,Doğalgaz,15000,3,1,155.0,6.0,Other,Other,Diyarbakır
7561,Daire,25,False,2.0,İkinci El,Merkezi,Doğalgaz,25000,3,1,165.0,0.5,Other,İstanbul - Büyükçekmece,İstanbul
7562,Villa,3,True,3.0,Sıfır,Yerden Isıtma,Elektrik,400000,3,1,300.0,2.5,Muğla - Bodrum - Yalıkavak,Muğla - Bodrum,Muğla
7563,Daire,6,False,1.0,İkinci El,Kombi,Doğalgaz,14000,2,1,110.0,2.5,Other,İstanbul - Esenyurt,İstanbul
7564,Villa,0,True,2.0,Sıfır,Klima,Elektrik,30000,4,1,240.0,2.5,Other,Aydın - Didim,Aydın
7565,Villa,20,True,2.0,İkinci El,Klima,Elektrik,400000,3,1,200.0,2.5,Other,İzmir - Çeşme,İzmir
7566,Daire,0,False,1.0,Sıfır,Yerden Isıtma,Doğalgaz,10000,1,1,60.0,3.0,Other,Eskişehir - Odunpazarı,Eskişehir
7567,Daire,40,False,1.0,İkinci El,Merkezi,Doğalgaz,21000,3,1,120.0,2.0,Other,Ankara - Çankaya,Ankara
7568,Daire,3,False,1.0,İkinci El,Kombi,Doğalgaz,7250,2,1,100.0,1.0,Other,Other,Kırıkkale
7569,Daire,7,False,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,41000,4,1,185.0,19.0,Other,Ankara - Yenimahalle,Ankara
7570,Villa,15,True,1.0,İkinci El,Klima,Elektrik,275000,3,1,250.0,2.5,Other,Balıkesir - Ayvalık,Balıkesir
7571,Daire,3,False,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,13000,3,1,140.0,1.0,Other,Other,Diyarbakır
7572,Daire,24,False,2.0,İkinci El,Merkezi,Doğalgaz,45000,4,1,170.0,5.0,Other,İzmir - Karabağlar,İzmir
7573,Daire,10,True,1.0,İkinci El,Klima,Elektrik,250000,2,1,110.0,20.0,Balıkesir - Edremit - Altınoluk,Balıkesir - Edremit,Balıkesir
7574,Daire,25,False,1.0,İkinci El,Kombi,Doğalgaz,15000,3,1,190.0,2.5,Other,İstanbul - Esenyurt,İstanbul
7575,Daire,31,False,1.0,İkinci El,Kombi,Doğalgaz,15000,2,1,85.0,6.0,Other,İstanbul - Bahçelievler,İstanbul
7576,Daire,22,False,1.0,İkinci El,Kombi,Doğalgaz,15500,2,1,110.0,4.0,Other,İstanbul - Bayrampaşa,İstanbul
7577,Daire,7,False,1.0,İkinci El,Kombi,Doğalgaz,10500,2,1,60.0,2.5,Bursa - Nilüfer - Dumlupınar,Bursa - Nilüfer,Bursa
7578,Villa,15,False,4.0,İkinci El,Kombi,Doğalgaz,130000,5,2,360.0,2.5,Other,İstanbul - Sarıyer,İstanbul
7579,Daire,14,False,1.0,İkinci El,Kombi,Doğalgaz,10000,2,1,75.0,8.0,Other,Other,İstanbul
7581,Daire,30,True,1.0,İkinci El,Kombi,Doğalgaz,10000,2,1,110.0,0.0,Other,Other,Other
7582,Daire,8,True,1.0,İkinci El,Kombi,Doğalgaz,7500,1,1,55.0,-2.0,Other,İstanbul - Esenyurt,İstanbul
7583,Daire,14,True,1.0,İkinci El,Kombi,Doğalgaz,18500,3,1,130.0,2.5,Other,İzmir - Çiğli,İzmir
7584,Daire,0,False,1.0,Sıfır,Kombi,Doğalgaz,17500,2,1,75.0,1.0,Ankara - Gölbaşı - Taşpınar,Ankara - Gölbaşı,Ankara
7585,Villa,7,True,3.0,İkinci El,Klima,Elektrik,40000,4,2,245.0,2.5,Other,Balıkesir - Ayvalık,Balıkesir
7586,Daire,5,False,2.0,İkinci El,Kombi,Doğalgaz,24000,4,1,200.0,16.0,Other,Other,Trabzon
7587,Villa,11,False,3.0,İkinci El,Kombi,Bilinmiyor,135000,4,2,343.0,0.0,Other,İstanbul - Sarıyer,İstanbul
7588,Daire,25,True,1.0,İkinci El,Klima,Elektrik,1000,2,1,100.0,13.0,Other,Mersin(İçel) - Mezitli,Mersin(İçel)
7592,Daire,30,False,1.0,İkinci El,Kombi,Doğalgaz,19000,2,1,120.0,2.5,Other,Other,Manisa
7593,Villa,20,True,2.0,İkinci El,Klima,Elektrik,25000,4,1,190.0,2.5,Other,Other,Çanakkale
7594,Daire,0,True,1.0,İkinci El,Kombi,Doğalgaz,16500,1,1,55.0,4.0,Other,Other,Other
7595,Daire,24,False,1.0,İkinci El,Merkezi,Doğalgaz,14000,1,1,65.0,20.0,Other,Ankara - Etimesgut,Ankara
7596,Daire,5,False,1.0,İkinci El,Kombi,Doğalgaz,10000,3,1,115.0,10.0,Other,Adana - Sarıçam,Adana
7597,Daire,35,False,1.0,İkinci El,Kombi,Doğalgaz,19000,2,1,105.0,5.0,Other,İstanbul - Fatih,İstanbul
7598,Villa,25,True,2.0,İkinci El,Klima,Elektrik,30000,4,1,140.0,2.5,Other,Balıkesir - Edremit,Balıkesir
7599,Villa,15,True,4.0,Sıfır,Klima,Elektrik,35000,4,1,350.0,2.5,Other,Other,Antalya
7600,Daire,33,True,1.0,İkinci El,Merkezi,Doğalgaz,22000,2,1,80.0,0.0,Other,İstanbul - Beykoz,İstanbul
7601,Daire,1,True,1.0,İkinci El,Kombi,Doğalgaz,30000,2,1,85.0,4.0,Other,İstanbul - Ümraniye,İstanbul
7602,Daire,8,False,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,300000,3,1,175.0,2.5,Other,Hatay - Arsuz,Hatay
7603,Residence,12,False,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,27000,1,1,69.0,3.0,Other,İstanbul - Şişli,İstanbul
7605,Daire,8,True,3.0,İkinci El,Kombi,Doğalgaz,10500,5,1,500.0,6.0,Other,İstanbul - Kağıthane,İstanbul
7606,Daire,7,False,2.0,İkinci El,Yerden Isıtma,Doğalgaz,25000,3,1,195.0,3.0,Other,Denizli - Merkezefendi,Denizli
7607,Villa,25,False,3.0,İkinci El,Kombi,Doğalgaz,24000,3,1,190.0,2.5,Other,Other,Kocaeli
7608,Villa,15,True,2.0,İkinci El,Klima,Bilinmiyor,250000,3,1,135.0,2.5,Other,Other,İzmir
7609,Daire,7,False,1.0,İkinci El,Klima,Elektrik,10500,1,1,55.0,0.5,Other,Mersin(İçel) - Yenişehir,Mersin(İçel)
7610,Villa,9,False,3.0,İkinci El,Klima,Elektrik,50000,4,1,250.0,2.5,Other,Muğla - Köyceğiz,Muğla
7611,Daire,20,False,1.0,İkinci El,Kombi,Doğalgaz,14000,2,1,85.0,6.0,Other,İzmir - Gaziemir,İzmir
7612,Daire,0,False,1.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,16000,1,1,78.0,2.0,Other,Tekirdağ - Çorlu,Tekirdağ
7614,Daire,16,True,2.0,İkinci El,Kombi,Bilinmiyor,23000,3,1,145.0,4.0,Other,Ankara - Gölbaşı,Ankara
7615,Daire,9,False,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,14950,1,1,63.0,1.0,Other,Ankara - Etimesgut,Ankara
7616,Daire,24,True,1.0,İkinci El,Merkezi,Doğalgaz,21500,3,1,150.0,6.0,Other,Ankara - Çankaya,Ankara
7617,Daire,30,False,1.0,İkinci El,Klima,Bilinmiyor,60000,2,1,90.0,2.0,Other,Muğla - Bodrum,Muğla
7618,Daire,1,False,1.0,Sıfır,Kombi,Doğalgaz,13500,3,1,115.0,3.0,Other,Other,Burdur
7619,Daire,7,False,2.0,İkinci El,Kombi,Doğalgaz,23000,3,1,150.0,2.0,Other,İzmir - Buca,İzmir
7621,Daire,3,True,1.0,Sıfır,Yerden Isıtma,Doğalgaz,50000,2,1,110.0,9.0,Other,İstanbul - Pendik,İstanbul
7622,Villa,1,True,2.0,Sıfır,Klima,Elektrik,4000,2,1,250.0,2.5,Other,Other,Antalya
7623,Daire,5,True,1.0,İkinci El,Kombi,Doğalgaz,7500,1,1,85.0,-2.0,Other,Düzce - Merkez,Düzce
7624,Daire,0,False,2.0,Sıfır,Kombi,Doğalgaz,37000,3,1,105.0,2.5,Other,İzmir - Karşıyaka,İzmir
7625,Daire,28,False,1.0,İkinci El,Kombi,Doğalgaz,13000,3,1,175.0,2.0,Other,İzmir - Karabağlar,İzmir
7626,Daire,4,False,1.0,İkinci El,Kombi,Doğalgaz,15500,2,1,100.0,2.5,Other,Aydın - Efeler,Aydın
7627,Daire,7,True,1.0,İkinci El,Kombi,Doğalgaz,8000,1,1,90.0,0.0,Other,İstanbul - Esenyurt,İstanbul
7628,Daire,12,False,1.0,İkinci El,Kombi,Doğalgaz,15000,3,1,138.0,3.0,Other,Other,Sakarya
7629,Daire,25,False,1.0,İkinci El,Kombi,Doğalgaz,8500,3,1,120.0,2.0,Other,Samsun - İlkadım,Samsun
7630,Daire,0,False,1.0,Sıfır,Kombi,Doğalgaz,9500,1,1,47.0,0.0,Other,Samsun - Atakum,Samsun
7631,Daire,10,False,1.0,İkinci El,Kombi,Doğalgaz,12000,1,1,65.0,0.5,Other,İstanbul - Bahçelievler,İstanbul
7632,Daire,5,True,1.0,İkinci El,Merkezi (Pay Ölçer),Bilinmiyor,13000,1,1,112.0,5.0,Other,İstanbul - Esenyurt,İstanbul
7633,Daire,10,False,2.0,İkinci El,Merkezi,Doğalgaz,45000,4,1,186.0,1.0,Other,İstanbul - Başakşehir,İstanbul
7634,Daire,6,False,1.0,İkinci El,Merkezi,Elektrik,7500,2,1,60.0,1.0,Other,Other,Aydın
7635,Daire,2,True,4.0,İkinci El,Merkezi (Pay Ölçer),Bilinmiyor,165000,5,1,270.0,20.0,Other,İstanbul - Beyoğlu,İstanbul
7636,Daire,16,False,1.0,İkinci El,Kombi,Doğalgaz,6500000,3,1,125.0,0.0,Other,Çorum - Merkez,Çorum
7637,Daire,10,False,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,70000,3,1,170.0,7.0,Other,İzmir - Bayraklı,İzmir
7638,Daire,28,False,1.0,İkinci El,Kombi,Doğalgaz,19500,3,1,120.0,4.0,Other,İstanbul - Kartal,İstanbul
7639,Daire,3,True,2.0,Sıfır,Kombi,Doğalgaz,25000,3,1,130.0,0.0,Other,Tekirdağ - Süleymanpaşa,Tekirdağ
7641,Daire,0,True,1.0,Sıfır,Kombi,Doğalgaz,27000,1,1,85.0,3.0,Other,İzmir - Buca,İzmir
7642,Daire,16,False,2.0,İkinci El,Kombi,Bilinmiyor,65000,3,1,196.0,2.0,Other,İstanbul - Eyüpsultan,İstanbul
7643,Daire,4,True,2.0,Sıfır,Klima,Elektrik,60000,2,1,96.0,3.0,Other,Aydın - Kuşadası,Aydın
7644,Daire,13,True,3.0,İkinci El,Kombi,Doğalgaz,18000,3,1,220.0,8.0,Other,Other,Diyarbakır
7645,Daire,20,False,1.0,İkinci El,Klima,Elektrik,25000,2,1,100.0,5.0,Other,Aydın - Kuşadası,Aydın
7646,Daire,0,True,1.0,Sıfır,Kombi,Doğalgaz,25000,3,1,150.0,1.0,Other,Other,Burdur
7647,Daire,9,True,1.0,İkinci El,Klima,Elektrik,75000,2,1,150.0,20.0,Other,Muğla - Bodrum,Muğla
7649,Daire,8,False,2.0,İkinci El,Kombi,Doğalgaz,65000,3,1,150.0,6.0,Other,İstanbul - Kadıköy,İstanbul
7650,Daire,4,True,2.0,İkinci El,Klima,Bilinmiyor,28000,3,1,128.0,2.0,Other,Muğla - Köyceğiz,Muğla
7651,Daire,30,True,1.0,İkinci El,Kombi,Doğalgaz,25500,2,1,80.0,0.0,Other,İstanbul - Şişli,İstanbul
7652,Daire,0,False,2.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,44000,3,1,170.0,0.0,Other,Ankara - Çankaya,Ankara
7653,Daire,20,False,1.0,İkinci El,Kombi,Doğalgaz,15000,2,1,120.0,1.0,Other,Other,Sinop
7654,Daire,8,False,2.0,İkinci El,Kombi,Doğalgaz,28500,3,1,150.0,3.0,Other,Antalya - Muratpaşa,Antalya
7655,Daire,2,False,2.0,İkinci El,Kombi,Bilinmiyor,23000,3,1,170.0,1.0,Other,Aydın - Efeler,Aydın
7657,Daire,6,True,1.0,İkinci El,Klima,Doğalgaz,25000,2,1,90.0,1.0,Other,Antalya - Konyaaltı,Antalya
7658,Daire,0,False,1.0,Sıfır,Yerden Isıtma,Doğalgaz,16000,1,1,70.0,0.0,Other,Balıkesir - Edremit,Balıkesir
7659,Daire,16,False,1.0,İkinci El,Klima,Bilinmiyor,13000,2,1,115.0,0.0,Other,Muğla - Fethiye,Muğla
7660,Daire,0,False,2.0,Sıfır,Klima,Elektrik,30000,3,1,145.0,2.0,Other,Antalya - Manavgat,Antalya
7661,Daire,4,True,1.0,İkinci El,Kombi,Doğalgaz,12000,2,1,60.0,2.5,Bursa - Nilüfer - Dumlupınar,Bursa - Nilüfer,Bursa
7662,Daire,25,True,1.0,İkinci El,Kombi,Doğalgaz,25000,2,1,100.0,0.0,Other,Ankara - Çankaya,Ankara
7663,Daire,35,False,1.0,İkinci El,Isıtma Yok,Elektrik,17000,3,1,120.0,0.0,Other,İzmir - Karabağlar,İzmir
7664,Daire,5,True,1.0,İkinci El,Isıtma Yok,Bilinmiyor,70000,2,1,80.0,2.0,Other,Balıkesir - Edremit,Balıkesir
7665,Daire,0,True,1.0,Sıfır,Kombi,Doğalgaz,27000,2,1,100.0,2.0,Other,İstanbul - Zeytinburnu,İstanbul
7666,Daire,0,False,1.0,Sıfır,Kombi,Doğalgaz,8500,1,1,55.0,4.0,Other,Other,Ankara
7667,Daire,1,True,1.0,Sıfır,Kombi,Doğalgaz,10000,1,1,55.0,3.0,Samsun - Atakum - Körfez,Samsun - Atakum,Samsun
7668,Daire,0,False,2.0,Sıfır,Kombi,Doğalgaz,40000,2,2,150.0,20.0,Other,İstanbul - Bakırköy,İstanbul
7669,Daire,7,True,1.0,İkinci El,Klima,Elektrik,45000,4,1,360.0,2.0,Other,Other,İzmir
7670,Daire,0,False,2.0,İkinci El,Kombi,Bilinmiyor,25000,4,1,210.0,19.0,Other,Samsun - Atakum,Samsun
