,House Type,House Age,Furniture,Bathroom Count,Hand,Heater Type,Heater Fuel,Price,Rooms,Living Rooms,House Size m2,Floor Level,Neighborhood Grouped,Town Grouped,City Grouped
16,Daire,4,False,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,35000,3,1,130.0,21.0,Other,Ankara - Etimesgut,Ankara
17,Daire,0,False,2.0,Sıfır,Merkezi,Elektrik,20000,3,1,150.0,3.0,Other,Muğla - Ortaca,Muğla
18,Daire,5,False,3.0,İkinci El,Kombi,Doğalgaz,165000,4,1,180.0,0.5,Other,İstanbul - Kadıköy,İstanbul
19,Daire,4,True,3.0,İkinci El,Merkezi,Bilinmiyor,75000,2,1,165.0,3.0,İstanbul - Sarıyer - Maslak,İstanbul - Sarıyer,İstanbul
20,Daire,4,True,1.0,İkinci El,Klima,Bilinmiyor,310000,1,1,75.0,2.0,Other,İzmir - Çeşme,İzmir
21,Daire,25,False,1.0,İkinci El,Kombi,Doğalgaz,16500,3,1,130.0,4.0,Other,Ankara - Çankaya,Ankara
22,Residence,15,False,3.0,İkinci El,Kombi,Doğalgaz,120000,3,1,286.0,5.0,Other,İstanbul - Beşiktaş,İstanbul
23,Daire,30,True,1.0,İkinci El,Kombi,Doğalgaz,45000,2,1,120.0,3.0,Other,İstanbul - Beyoğlu,İstanbul
24,Residence,5,False,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,240000,1,1,169.0,7.0,İstanbul - Beşiktaş - Levazım,İstanbul - Beşiktaş,İstanbul
25,Daire,26,False,1.0,İkinci El,Kombi,Bilinmiyor,12000,2,1,98.0,3.0,Other,İstanbul - Avcılar,İstanbul
26,Daire,24,False,1.0,İkinci El,Kombi,Doğalgaz,25000,3,1,130.0,1.0,Other,Ankara - Çankaya,Ankara
27,Daire,1,True,1.0,Sıfır,Kombi,Doğalgaz,9750,1,1,50.0,4.0,Other,Isparta - Merkez,Isparta
28,Daire,10,True,1.0,İkinci El,Kombi,Doğalgaz,23000,3,1,135.0,2.0,Other,Ankara - Çankaya,Ankara
29,Daire,11,True,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,24000,1,1,67.0,7.0,İstanbul - Küçükçekmece - Atakent,İstanbul - Küçükçekmece,İstanbul
30,Daire,10,False,1.0,İkinci El,Kombi,Doğalgaz,10000,3,1,180.0,2.5,Other,Other,Other
31,Residence,0,True,1.0,Sıfır,Merkezi (Pay Ölçer),Elektrik,45000,1,1,76.0,5.0,Other,Ankara - Çankaya,Ankara
32,Daire,55,False,1.0,İkinci El,Merkezi,Doğalgaz,27500,3,1,135.0,3.0,Other,Ankara - Çankaya,Ankara
33,Villa,15,True,4.0,İkinci El,Klima,Bilinmiyor,130000,5,2,340.0,2.5,Other,Other,Balıkesir
36,Residence,0,False,4.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,320000,5,1,346.0,21.0,İstanbul - Beşiktaş - Nisbetiye,İstanbul - Beşiktaş,İstanbul
37,Residence,0,False,5.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,300000,4,1,349.0,18.0,İstanbul - Beşiktaş - Nisbetiye,İstanbul - Beşiktaş,İstanbul
38,Residence,0,False,5.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,540000,7,1,570.0,16.0,İstanbul - Beşiktaş - Levazım,İstanbul - Beşiktaş,İstanbul
39,Residence,0,False,4.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,300000,5,1,346.0,21.0,İstanbul - Beşiktaş - Nisbetiye,İstanbul - Beşiktaş,İstanbul
40,Residence,0,False,5.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,465000,5,1,350.0,21.0,İstanbul - Beşiktaş - Nisbetiye,İstanbul - Beşiktaş,İstanbul
41,Residence,15,True,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,96000,1,1,121.0,21.0,Other,İstanbul - Şişli,İstanbul
42,Residence,1,False,3.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,255000,3,1,221.0,8.0,İstanbul - Beşiktaş - Levazım,İstanbul - Beşiktaş,İstanbul
43,Daire,35,False,1.0,İkinci El,Kombi,Doğalgaz,13500,3,1,120.0,1.0,Other,Ankara - Keçiören,Ankara
44,Residence,0,False,4.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,335000,5,1,355.0,21.0,Other,İstanbul - Beşiktaş,İstanbul
45,Residence,0,False,5.0,Sıfır,Merkezi,Doğalgaz,650000,6,1,600.0,21.0,İstanbul - Beşiktaş - Nisbetiye,İstanbul - Beşiktaş,İstanbul
48,Residence,5,False,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,200000,2,1,200.0,2.0,İstanbul - Beşiktaş - Levazım,İstanbul - Beşiktaş,İstanbul
50,Residence,9,False,4.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,320000,4,1,450.0,16.0,İstanbul - Beşiktaş - Nisbetiye,İstanbul - Beşiktaş,İstanbul
51,Daire,5,True,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,120000,1,1,145.0,2.5,Other,İstanbul - Beşiktaş,İstanbul
52,Residence,10,False,2.0,İkinci El,Merkezi,Doğalgaz,270000,2,1,217.0,7.0,İstanbul - Beşiktaş - Levazım,İstanbul - Beşiktaş,İstanbul
53,Residence,10,False,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,250000,2,1,200.0,7.0,İstanbul - Beşiktaş - Levazım,İstanbul - Beşiktaş,İstanbul
54,Residence,5,False,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,200000,2,1,170.0,0.5,İstanbul - Beşiktaş - Levazım,İstanbul - Beşiktaş,İstanbul
57,Residence,0,False,4.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,320000,4,1,350.0,2.5,İstanbul - Beşiktaş - Nisbetiye,İstanbul - Beşiktaş,İstanbul
58,Residence,14,False,3.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,295000,5,1,400.0,21.0,İstanbul - Kağıthane - Sultan Selim,İstanbul - Kağıthane,İstanbul
59,Residence,0,False,4.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,285000,4,1,349.0,21.0,İstanbul - Beşiktaş - Levazım,İstanbul - Beşiktaş,İstanbul
60,Residence,10,True,2.0,İkinci El,Merkezi,Doğalgaz,110000,2,1,148.0,3.0,Other,İstanbul - Beşiktaş,İstanbul
61,Villa,10,False,6.0,İkinci El,Yerden Isıtma,Doğalgaz,540000,6,2,950.0,2.5,Other,İstanbul - Beykoz,İstanbul
62,Residence,10,True,4.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,325000,4,1,450.0,2.5,İstanbul - Beşiktaş - Levazım,İstanbul - Beşiktaş,İstanbul
64,Residence,0,False,3.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,192000,3,1,240.0,21.0,İstanbul - Beşiktaş - Nisbetiye,İstanbul - Beşiktaş,İstanbul
65,Residence,0,False,2.0,Sıfır,Merkezi (Pay Ölçer),Bilinmiyor,220000,3,1,221.0,21.0,İstanbul - Beşiktaş - Nisbetiye,İstanbul - Beşiktaş,İstanbul
66,Residence,0,False,3.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,220000,2,1,221.0,15.0,İstanbul - Beşiktaş - Nisbetiye,İstanbul - Beşiktaş,İstanbul
67,Residence,0,False,3.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,240000,4,1,349.0,21.0,İstanbul - Beşiktaş - Nisbetiye,İstanbul - Beşiktaş,İstanbul
69,Residence,0,False,4.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,260000,5,1,325.0,17.0,İstanbul - Beşiktaş - Levazım,İstanbul - Beşiktaş,İstanbul
72,Residence,0,False,4.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,315000,5,1,355.0,21.0,İstanbul - Beşiktaş - Nisbetiye,İstanbul - Beşiktaş,İstanbul
73,Daire,31,False,2.0,İkinci El,Merkezi,Bilinmiyor,129000,3,1,180.0,5.0,Other,İstanbul - Beşiktaş,İstanbul
74,Residence,0,False,4.0,Sıfır,Merkezi (Pay Ölçer),Bilinmiyor,285000,5,1,346.0,15.0,İstanbul - Beşiktaş - Nisbetiye,İstanbul - Beşiktaş,İstanbul
76,Residence,15,True,3.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,210000,2,1,165.0,18.0,Other,İstanbul - Şişli,İstanbul
78,Residence,0,False,2.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,220000,3,1,221.0,19.0,İstanbul - Beşiktaş - Nisbetiye,İstanbul - Beşiktaş,İstanbul
79,Residence,0,False,3.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,295000,4,1,360.0,21.0,İstanbul - Beşiktaş - Nisbetiye,İstanbul - Beşiktaş,İstanbul
80,Residence,2,True,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,113000,2,1,138.0,2.0,İstanbul - Şişli - Esentepe,İstanbul - Şişli,İstanbul
82,Residence,10,True,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,255000,2,1,190.0,7.0,İstanbul - Beşiktaş - Levazım,İstanbul - Beşiktaş,İstanbul
83,Residence,0,False,4.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,285000,5,1,346.0,16.0,İstanbul - Beşiktaş - Nisbetiye,İstanbul - Beşiktaş,İstanbul
84,Residence,11,False,4.0,İkinci El,Merkezi,Bilinmiyor,120000,4,1,240.0,21.0,Other,İstanbul - Beşiktaş,İstanbul
85,Residence,0,False,3.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,241000,3,1,242.0,17.0,İstanbul - Beşiktaş - Nisbetiye,İstanbul - Beşiktaş,İstanbul
86,Residence,0,False,3.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,185000,3,1,242.0,21.0,İstanbul - Beşiktaş - Nisbetiye,İstanbul - Beşiktaş,İstanbul
87,Daire,0,False,6.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,650000,7,1,650.0,21.0,İstanbul - Beşiktaş - Nisbetiye,İstanbul - Beşiktaş,İstanbul
88,Residence,0,False,2.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,320000,3,1,242.0,21.0,İstanbul - Beşiktaş - Nisbetiye,İstanbul - Beşiktaş,İstanbul
89,Daire,30,True,3.0,İkinci El,Merkezi,Doğalgaz,225000,4,1,240.0,8.0,Other,İstanbul - Beşiktaş,İstanbul
90,Residence,0,False,4.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,340000,5,1,384.0,21.0,İstanbul - Beşiktaş - Nisbetiye,İstanbul - Beşiktaş,İstanbul
93,Daire,10,True,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,20500,1,1,60.0,3.0,Other,Ankara - Çankaya,Ankara
94,Daire,20,False,1.0,İkinci El,Kombi,Doğalgaz,17000,2,1,90.0,2.5,İstanbul - Şişli - Mecidiyeköy,İstanbul - Şişli,İstanbul
95,Daire,8,False,1.0,İkinci El,Kombi,Doğalgaz,9000,1,1,78.0,0.0,Other,İstanbul - Zeytinburnu,İstanbul
96,Yazlık,2,True,1.0,İkinci El,Merkezi (Pay Ölçer),Bilinmiyor,150000,1,1,130.0,0.0,Other,Muğla - Bodrum,Muğla
97,Daire,25,False,1.0,İkinci El,Kombi,Doğalgaz,16000,3,1,105.0,-1.0,Other,Ankara - Çankaya,Ankara
98,Daire,0,False,1.0,Sıfır,Kombi,Doğalgaz,16000,1,1,55.0,2.0,Other,Tekirdağ - Çorlu,Tekirdağ
99,Daire,6,False,1.0,İkinci El,Kombi,Doğalgaz,15000,2,1,95.0,1.0,Other,Tekirdağ - Süleymanpaşa,Tekirdağ
100,Daire,18,False,1.0,İkinci El,Kombi,Doğalgaz,14000,2,1,90.0,4.0,Other,İstanbul - Ümraniye,İstanbul
101,Daire,0,True,1.0,İkinci El,Yerden Isıtma,Bilinmiyor,25000,1,1,55.0,1.0,Other,Ankara - Çankaya,Ankara
102,Daire,18,False,1.0,İkinci El,Kombi,Doğalgaz,15000,2,1,115.0,-2.0,Other,İstanbul - Ümraniye,İstanbul
103,Daire,30,True,1.0,İkinci El,Kombi,Doğalgaz,13000,1,1,75.0,0.5,İstanbul - Bahçelievler - Siyavuşpaşa,İstanbul - Bahçelievler,İstanbul
104,Daire,24,False,1.0,İkinci El,Kombi,Doğalgaz,10000,2,1,115.0,2.5,Other,İstanbul - Avcılar,İstanbul
105,Daire,12,True,1.0,İkinci El,Kombi,Doğalgaz,12000,2,1,95.0,0.0,Other,İstanbul - Avcılar,İstanbul
106,Daire,7,True,1.0,İkinci El,Kombi,Doğalgaz,12000,2,1,55.0,0.0,Other,Edirne - Merkez,Edirne
107,Daire,1,False,1.0,İkinci El,Kombi,Doğalgaz,10500,1,1,75.0,8.0,Other,İstanbul - Esenyurt,İstanbul
108,Daire,6,False,2.0,İkinci El,Kombi,Doğalgaz,18500,3,1,155.0,4.0,Other,Tokat - Merkez,Tokat
109,Daire,15,False,1.0,İkinci El,Kombi,Doğalgaz,180000,3,2,200.0,3.0,Other,Adana - Çukurova,Adana
110,Daire,25,True,1.0,İkinci El,Merkezi,Doğalgaz,27000,1,1,65.0,0.0,Other,Ankara - Çankaya,Ankara
111,Daire,40,False,1.0,İkinci El,Kombi,Doğalgaz,35000,2,1,110.0,5.0,Other,İstanbul - Şişli,İstanbul
112,Daire,30,False,1.0,İkinci El,Merkezi,Doğalgaz,21000,3,1,125.0,4.0,Other,Ankara - Çankaya,Ankara
113,Daire,26,True,1.0,İkinci El,Merkezi,Doğalgaz,42000,3,1,120.0,3.0,Other,İstanbul - Kadıköy,İstanbul
114,Daire,2,False,1.0,İkinci El,Kombi,Doğalgaz,17000,1,1,60.0,0.5,İzmir - Karabağlar - Bahçelievler,İzmir - Karabağlar,İzmir
115,Daire,2,True,1.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,199,2,1,70.0,6.0,Other,Other,İstanbul
116,Daire,30,False,1.0,İkinci El,Kombi,Doğalgaz,13000,1,1,65.0,0.5,İstanbul - Fatih - Seyyid Ömer,İstanbul - Fatih,İstanbul
117,Daire,39,False,1.0,İkinci El,Kombi,Doğalgaz,20000,4,1,145.0,4.0,İstanbul - Fatih - Seyyid Ömer,İstanbul - Fatih,İstanbul
118,Daire,13,False,3.0,İkinci El,Kombi,Doğalgaz,160000,3,1,200.0,3.0,Other,İstanbul - Sarıyer,İstanbul
119,Daire,45,False,1.0,İkinci El,Merkezi,Doğalgaz,23000,2,1,80.0,2.0,Other,Ankara - Çankaya,Ankara
120,Daire,30,False,1.0,İkinci El,Merkezi,Bilinmiyor,10000,2,1,60.0,6.0,Other,Ankara - Çankaya,Ankara
121,Daire,27,False,1.0,İkinci El,Kombi,Doğalgaz,19000,1,1,65.0,0.5,Other,İstanbul - Beşiktaş,İstanbul
122,Daire,5,True,1.0,İkinci El,Kombi,Bilinmiyor,26500,2,1,110.0,3.0,Other,İstanbul - Kartal,İstanbul
123,Daire,5,True,1.0,İkinci El,Kombi,Doğalgaz,9500,1,1,35.0,2.5,Other,Ankara - Altındağ,Ankara
124,Daire,10,True,2.0,İkinci El,Kombi,Doğalgaz,30000,3,1,200.0,7.0,Other,İstanbul - Beylikdüzü,İstanbul
125,Daire,15,True,1.0,İkinci El,Klima,Elektrik,9500,1,1,45.0,2.0,Other,Adana - Çukurova,Adana
126,Daire,25,False,2.0,İkinci El,Kombi,Bilinmiyor,18000,4,1,185.0,20.0,Other,İstanbul - Avcılar,İstanbul
127,Daire,17,True,2.0,İkinci El,Kombi,Doğalgaz,22900,3,1,170.0,2.5,Other,Ankara - Yenimahalle,Ankara
128,Daire,50,True,1.0,İkinci El,Kombi,Doğalgaz,28000,3,1,150.0,3.0,Other,İstanbul - Beyoğlu,İstanbul
129,Daire,27,True,1.0,İkinci El,Kombi,Doğalgaz,12500,1,1,60.0,3.0,Other,Ankara - Etimesgut,Ankara
130,Daire,1,False,2.0,İkinci El,Merkezi (Pay Ölçer),Bilinmiyor,28500,4,1,150.0,0.0,Other,Ankara - Etimesgut,Ankara
131,Daire,10,False,1.0,İkinci El,Kombi,Doğalgaz,14500,3,1,130.0,1.0,Other,Ankara - Keçiören,Ankara
132,Daire,30,False,2.0,İkinci El,Kombi,Doğalgaz,20000,3,1,180.0,1.0,Other,Bursa - Osmangazi,Bursa
133,Daire,30,False,2.0,İkinci El,Kombi,Doğalgaz,28000,3,1,145.0,2.0,Other,Ankara - Çankaya,Ankara
134,Daire,2,False,1.0,İkinci El,Kombi,Doğalgaz,10000,2,1,80.0,2.5,Other,İstanbul - Beyoğlu,İstanbul
135,Villa,5,True,3.0,İkinci El,Kombi,Bilinmiyor,26500,5,1,220.0,0.0,Other,Kocaeli - Gölcük,Kocaeli
136,Daire,16,True,2.0,İkinci El,Klima,Doğalgaz,21000,3,1,130.0,-1.0,Other,Aydın - Kuşadası,Aydın
137,Daire,25,False,1.0,İkinci El,Kombi,Doğalgaz,12000,2,1,90.0,-1.0,İstanbul - Kağıthane - Ortabayır,İstanbul - Kağıthane,İstanbul
138,Daire,0,False,1.0,Sıfır,Kombi,Doğalgaz,9000,1,1,55.0,0.5,Other,Other,Erzincan
139,Daire,25,False,1.0,Sıfır,Merkezi,Doğalgaz,25000,2,1,120.0,1.0,Other,Ankara - Çankaya,Ankara
140,Daire,11,True,1.0,İkinci El,Kombi,Doğalgaz,25750,3,1,125.0,3.0,Other,Ankara - Çankaya,Ankara
141,Villa,25,False,4.0,İkinci El,Yerden Isıtma,Doğalgaz,275000,7,2,850.0,2.5,İstanbul - Sarıyer - Zekeriyaköy,İstanbul - Sarıyer,İstanbul
142,Daire,11,True,1.0,İkinci El,Klima,Bilinmiyor,18000,2,1,90.0,1.0,Antalya - Konyaaltı - Hurma,Antalya - Konyaaltı,Antalya
143,Daire,7,False,2.0,İkinci El,Isıtma Yok,Elektrik,18000,2,1,110.0,4.0,Antalya - Konyaaltı - Hurma,Antalya - Konyaaltı,Antalya
144,Daire,26,True,1.0,İkinci El,Klima,Bilinmiyor,14500,2,1,150.0,9.0,Other,Other,Antalya
145,Daire,36,False,1.0,İkinci El,Kombi,Doğalgaz,26000,3,1,121.0,20.0,Other,İstanbul - Üsküdar,İstanbul
146,Daire,45,False,1.0,İkinci El,Kombi,Doğalgaz,40000,2,1,135.0,5.0,Other,İstanbul - Beyoğlu,İstanbul
147,Daire,21,False,1.0,İkinci El,Merkezi,Doğalgaz,30000,1,1,95.0,8.0,Other,İstanbul - Ataşehir,İstanbul
148,Daire,4,True,3.0,İkinci El,Merkezi,Doğalgaz,30000,2,1,142.0,20.0,Other,Ankara - Yenimahalle,Ankara
149,Residence,20,False,2.0,İkinci El,Merkezi,Doğalgaz,165000,4,1,302.0,9.0,Other,İstanbul - Beşiktaş,İstanbul
150,Daire,0,False,1.0,İkinci El,Kombi,Bilinmiyor,37500,2,1,110.0,2.0,Other,İstanbul - Eyüpsultan,İstanbul
151,Daire,11,False,1.0,İkinci El,Kombi,Bilinmiyor,10000,3,1,155.0,2.0,Other,Burdur - Merkez,Burdur
152,Daire,30,False,2.0,İkinci El,Merkezi,Doğalgaz,28500,3,1,150.0,20.0,Other,Ankara - Çankaya,Ankara
153,Daire,3,True,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,18000,2,1,130.0,4.0,Other,İstanbul - Esenyurt,İstanbul
155,Daire,35,True,2.0,İkinci El,Klima,Elektrik,25000,1,1,75.0,0.0,Other,Other,Yalova
157,Daire,25,False,1.0,İkinci El,Kombi,Doğalgaz,18000,3,1,138.0,4.0,Other,İstanbul - Avcılar,İstanbul
159,Daire,10,False,1.0,İkinci El,Kombi,Doğalgaz,13000,3,1,130.0,0.0,Other,İstanbul - Küçükçekmece,İstanbul
160,Daire,4,False,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,35000,4,1,220.0,1.0,Other,Ankara - Yenimahalle,Ankara
161,Daire,25,False,1.0,İkinci El,Kombi,Doğalgaz,17000,2,1,90.0,0.5,İstanbul - Kağıthane - Ortabayır,İstanbul - Kağıthane,İstanbul
162,Daire,10,False,1.0,İkinci El,Merkezi,Doğalgaz,27000,1,1,62.0,2.0,Other,İstanbul - Ataşehir,İstanbul
163,Daire,30,False,1.0,İkinci El,Kombi,Doğalgaz,13000,2,1,130.0,-3.0,Other,Ankara - Çankaya,Ankara
164,Daire,7,False,1.0,İkinci El,Merkezi,Doğalgaz,15000,3,1,150.0,5.0,Other,Other,Zonguldak
165,Daire,1,False,2.0,Sıfır,Kombi,Doğalgaz,22000,2,1,90.0,1.0,Other,Ankara - Mamak,Ankara
166,Daire,8,False,1.0,İkinci El,Kombi,Doğalgaz,22000,2,1,110.0,0.5,Other,Ankara - Yenimahalle,Ankara
168,Daire,0,True,2.0,Sıfır,Merkezi,Doğalgaz,33000,3,1,130.0,0.0,Other,İstanbul - Beylikdüzü,İstanbul
169,Daire,0,False,2.0,Sıfır,Merkezi,Doğalgaz,28000,3,1,110.0,2.0,Ankara - Altındağ - Aydınlıkevler,Ankara - Altındağ,Ankara
170,Residence,5,False,1.0,İkinci El,Merkezi (Pay Ölçer),Bilinmiyor,31500,1,1,85.0,7.0,Other,İstanbul - Ataşehir,İstanbul
171,Residence,5,True,1.0,İkinci El,Merkezi (Pay Ölçer),Bilinmiyor,29500,1,1,95.0,10.0,Other,İstanbul - Ataşehir,İstanbul
172,Daire,16,False,1.0,İkinci El,Kombi,Doğalgaz,30000,2,1,100.0,3.0,İstanbul - Şişli - Mecidiyeköy,İstanbul - Şişli,İstanbul
173,Daire,19,False,2.0,İkinci El,Kombi,Doğalgaz,30000,4,1,175.0,4.0,Other,Ankara - Çankaya,Ankara
174,Daire,50,False,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,44000,2,1,90.0,2.0,Other,İstanbul - Beşiktaş,İstanbul
176,Daire,35,False,2.0,İkinci El,Kombi,Doğalgaz,16000,3,1,110.0,1.0,Other,İstanbul - Fatih,İstanbul
177,Daire,8,False,1.0,İkinci El,Merkezi,Doğalgaz,45000,1,1,75.0,2.0,Other,İstanbul - Beyoğlu,İstanbul
178,Daire,28,False,1.0,İkinci El,Kombi,Doğalgaz,11500,2,1,115.0,1.0,Other,İstanbul - Avcılar,İstanbul
179,Daire,25,False,3.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,50000,5,2,325.0,3.0,Other,İstanbul - Avcılar,İstanbul
180,Daire,8,False,1.0,İkinci El,Kombi,Doğalgaz,16500,2,1,90.0,3.0,Other,İstanbul - Avcılar,İstanbul
181,Daire,8,False,1.0,İkinci El,Kombi,Doğalgaz,20000,2,1,135.0,1.0,Other,İstanbul - Avcılar,İstanbul
182,Daire,20,False,2.0,İkinci El,Kombi,Bilinmiyor,25000,3,1,150.0,3.0,Other,İstanbul - Şişli,İstanbul
183,Daire,10,True,1.0,İkinci El,Kombi,Doğalgaz,16500,2,1,105.0,0.0,Other,Ankara - Etimesgut,Ankara
184,Daire,18,False,1.0,İkinci El,Kombi,Doğalgaz,15000,2,1,90.0,0.5,Other,İstanbul - Ümraniye,İstanbul
185,Daire,20,False,2.0,İkinci El,Merkezi,Doğalgaz,27500,4,1,180.0,1.0,Other,Ankara - Çankaya,Ankara
186,Daire,17,False,3.0,İkinci El,Kombi,Doğalgaz,65000,3,1,165.0,5.0,Other,İstanbul - Ataşehir,İstanbul
187,Daire,11,False,1.0,İkinci El,Klima,Bilinmiyor,8000,2,1,110.0,0.5,Other,Muğla - Fethiye,Muğla
188,Villa,0,True,3.0,İkinci El,Klima,Bilinmiyor,75000,5,1,350.0,2.5,Other,Antalya - Konyaaltı,Antalya
189,Residence,2,True,2.0,İkinci El,Merkezi (Pay Ölçer),Bilinmiyor,55000,3,1,165.0,2.0,Other,Ankara - Çankaya,Ankara
190,Villa,25,False,1.0,İkinci El,Kombi,Doğalgaz,45000,4,1,160.0,2.5,Other,Ankara - Yenimahalle,Ankara
191,Daire,13,False,1.0,İkinci El,Kombi,Doğalgaz,21000,1,1,100.0,2.0,Other,İstanbul - Kağıthane,İstanbul
192,Daire,18,False,1.0,İkinci El,Kombi,Doğalgaz,14000,2,1,85.0,4.0,Other,İstanbul - Ümraniye,İstanbul
193,Daire,8,False,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,45000,4,1,195.0,3.0,Other,Ankara - Çankaya,Ankara
194,Daire,6,True,1.0,İkinci El,Merkezi,Doğalgaz,13000,2,1,78.0,6.0,Other,Other,Kayseri
195,Daire,10,True,1.0,İkinci El,Kombi,Bilinmiyor,15000,2,1,95.0,2.5,Other,Balıkesir - Edremit,Balıkesir
196,Daire,7,True,1.0,İkinci El,Kombi,Doğalgaz,22500,2,1,115.0,1.0,Other,İstanbul - Beylikdüzü,İstanbul
197,Daire,10,False,1.0,İkinci El,Klima,Elektrik,12000,2,1,85.0,3.0,Other,Antalya - Kepez,Antalya
198,Daire,11,False,1.0,İkinci El,Klima,Bilinmiyor,90000,2,1,70.0,2.0,Other,Muğla - Bodrum,Muğla
199,Daire,0,False,2.0,Sıfır,Kombi,Doğalgaz,13000,3,1,120.0,0.0,Other,Other,Giresun
200,Daire,11,True,1.0,İkinci El,Klima,Bilinmiyor,100000,2,1,140.0,0.5,Other,Muğla - Bodrum,Muğla
201,Daire,35,False,1.0,İkinci El,Kombi,Doğalgaz,15000,1,1,65.0,0.5,İstanbul - Fatih - Seyyid Ömer,İstanbul - Fatih,İstanbul
202,Daire,1,False,1.0,İkinci El,Klima,Bilinmiyor,17000,1,1,70.0,0.0,Other,Other,Muğla
203,Daire,35,False,1.0,İkinci El,Klima,Elektrik,18000,4,1,180.0,3.0,Other,Adana - Seyhan,Adana
204,Daire,16,True,2.0,İkinci El,Kombi,Bilinmiyor,22000,3,1,135.0,4.0,Other,Tokat - Merkez,Tokat
205,Daire,16,False,1.0,İkinci El,Klima,Bilinmiyor,50000,2,1,65.0,1.0,Other,Muğla - Bodrum,Muğla
206,Daire,5,True,2.0,İkinci El,Kombi,Doğalgaz,25000,3,1,140.0,0.5,Other,Ankara - Çankaya,Ankara
207,Daire,3,False,2.0,İkinci El,Yerden Isıtma,Bilinmiyor,35000,2,1,70.0,4.0,Other,İstanbul - Zeytinburnu,İstanbul
208,Daire,6,False,2.0,İkinci El,Kombi,Doğalgaz,35000,4,1,130.0,1.0,Other,İstanbul - Maltepe,İstanbul
209,Daire,25,False,1.0,İkinci El,Merkezi,Doğalgaz,15000,2,1,105.0,1.0,Other,Eskişehir - Tepebaşı,Eskişehir
210,Daire,10,True,1.0,İkinci El,Kombi,Doğalgaz,20000,2,1,80.0,0.5,Other,İzmir - Karşıyaka,İzmir
211,Daire,39,False,1.0,İkinci El,Kombi,Doğalgaz,25000,1,1,65.0,0.5,Other,İstanbul - Beyoğlu,İstanbul
212,Daire,1,False,2.0,Sıfır,Kombi,Doğalgaz,18000,2,1,120.0,2.0,Other,Tekirdağ - Süleymanpaşa,Tekirdağ
213,Villa,25,True,1.0,İkinci El,Klima,Bilinmiyor,25000,3,1,200.0,2.5,Other,Balıkesir - Edremit,Balıkesir
214,Daire,20,True,1.0,İkinci El,Kombi,Doğalgaz,24500,3,1,130.0,0.5,Ankara - Keçiören - Aşağı Eğlence,Ankara - Keçiören,Ankara
215,Daire,15,False,1.0,İkinci El,Klima,Bilinmiyor,80000,2,1,80.0,1.0,Other,Muğla - Bodrum,Muğla
216,Daire,0,False,1.0,İkinci El,Klima,Bilinmiyor,21000,2,1,53.0,0.5,Other,Antalya - Manavgat,Antalya
217,Daire,0,False,2.0,İkinci El,Merkezi,Bilinmiyor,80000,2,1,65.0,2.5,Other,Muğla - Bodrum,Muğla
